age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score
14,Female,11th,3.3,1,116,Gemini,Notes,2,3,27,3,7,8.3,-14.6,8.6,3.6,3.3,10,53.7
21,Male,1st Year,0.6,0,134,Gemini,Unknown,9,90,19,7,10,4.3,3.8,8.6,3.1,3.8,10,80.6
24,Female,11th,5.5,0,8,ChatGPT+Gemini,Coding,8,76,95,10,9,6.7,27.6,7.2,2.9,4.7,9,40.3
17,Female,1st Year,5.0,1,26,ChatGPT,Homework,10,31,58,9,10,3.3,38.1,6.4,1.8,4.3,6,77.7
14,Female,1st Year,1.5,0,148,Gemini,Notes,7,8,11,7,8,2.9,9.7,4.4,2.2,2.3,7,63.9
23,Female,10th,2.8,0,34,Claude,Homework,9,100,4,2,1,4.8,33.2,7.8,4.3,0.9,8,55.2
20,Male,11th,4.7,1,87,Gemini,Doubt Solving,10,88,29,6,10,2.5,36.7,4.4,3.8,1.6,3,45.8
18,Female,2nd Year,5.9,1,163,ChatGPT,Unknown,2,56,32,8,4,6.0,6.6,4.9,3.6,2.9,5,30.9
18,Male,11th,5.7,0,92,Claude,Doubt Solving,3,66,9,7,4,4.8,-11.3,8.2,4.8,3.7,6,63.0
14,Female,11th,5.4,0,66,Unknown,Notes,9,38,38,2,1,2.2,-1.4,8.3,3.2,1.3,3,44.6
23,Female,11th,1.4,1,42,Unknown,Coding,6,39,90,7,6,7.3,3.3,6.2,1.8,2.2,3,32.2
24,Female,3rd Year,5.5,1,7,Unknown,Unknown,2,15,75,9,1,7.5,7.3,7.6,3.6,1.8,6,54.3
19,Male,2nd Year,5.3,1,120,ChatGPT,Doubt Solving,6,80,65,3,2,9.0,18.7,5.1,4.7,2.4,2,45.6
22,Male,2nd Year,2.6,1,77,ChatGPT,Coding,5,90,93,3,2,7.4,18.7,8.5,5.3,1.7,4,56.5
22,Male,1st Year,2.7,1,35,ChatGPT,Notes,10,9,59,5,5,3.0,12.6,7.3,3.0,0.8,2,58.1
21,Male,2nd Year,3.0,1,126,Copilot,Unknown,5,52,40,9,9,7.0,-6.3,8.3,2.1,2.4,1,53.5
18,Male,1st Year,4.1,1,47,Claude,Notes,5,64,68,1,5,9.8,1.8,6.0,5.1,4.7,6,76.4
14,Female,10th,1.9,1,173,ChatGPT+Gemini,Homework,2,49,36,7,1,8.7,4.8,4.2,2.5,0.5,5,42.6
22,Male,1st Year,0.6,0,159,ChatGPT+Gemini,Notes,6,28,77,7,4,4.9,19.8,9.0,5.8,4.2,4,64.9
14,Other,11th,1.3,1,134,Copilot,Homework,7,17,114,4,5,7.3,-11.5,7.8,2.6,3.7,4,52.7
21,Male,12th,2.9,1,73,ChatGPT,Coding,9,51,89,6,10,1.1,-5.5,4.8,5.9,1.6,8,74.6
18,Female,12th,2.1,1,139,ChatGPT+Gemini,Unknown,5,31,113,1,10,3.0,-3.0,7.2,0.6,0.7,6,58.6
16,Female,3rd Year,4.7,1,54,Claude,Homework,5,100,7,10,4,4.6,11.1,8.7,2.1,4.7,10,52.4
24,Female,11th,1.1,0,22,Gemini,Unknown,9,32,94,4,3,4.7,25.4,8.5,1.7,1.9,1,47.7
20,Female,1st Year,5.5,1,179,Claude,Coding,6,85,56,3,9,8.9,30.7,8.7,6.0,2.2,5,60.8
20,Male,11th,5.4,1,12,ChatGPT,Doubt Solving,7,10,66,5,1,9.9,24.5,4.5,5.2,1.6,5,39.7
22,Female,3rd Year,5.5,1,52,Claude,Coding,4,100,27,8,6,5.1,24.9,8.3,4.4,4.2,6,44.6
20,Male,2nd Year,4.6,1,62,Unknown,Exam Prep,4,28,13,5,6,4.5,-5.5,8.5,5.5,1.1,7,87.1
24,Male,1st Year,1.1,1,73,ChatGPT,Homework,1,19,10,1,6,2.2,33.1,4.9,5.5,3.8,7,64.3
16,Female,11th,2.9,1,50,Claude,Doubt Solving,5,21,28,2,5,3.1,-16.8,7.5,1.2,1.2,8,47.0
24,Female,2nd Year,1.2,0,154,Copilot,Coding,2,95,103,2,10,2.3,12.4,7.5,2.0,1.7,4,70.6
14,Female,3rd Year,5.9,1,6,Claude,Notes,5,71,53,9,3,4.1,-14.7,7.4,0.3,4.6,4,61.0
21,Male,2nd Year,2.3,0,118,Unknown,Homework,5,85,75,10,9,7.7,16.1,6.9,1.9,3.1,9,62.5
16,Male,1st Year,3.7,1,49,ChatGPT+Gemini,Coding,4,14,106,7,6,1.2,-17.2,5.2,4.3,3.5,10,61.1
21,Male,3rd Year,4.8,0,151,Gemini,Doubt Solving,10,34,8,4,3,8.8,18.5,4.5,4.3,3.1,1,33.1
21,Male,3rd Year,5.6,0,86,Copilot,Unknown,9,79,35,9,5,7.5,-18.0,5.2,2.7,0.9,2,54.8
18,Male,3rd Year,4.7,0,152,Claude,Notes,5,92,18,9,10,4.3,-10.1,8.6,1.0,3.3,7,68.1
14,Male,10th,4.2,1,43,ChatGPT,Unknown,6,33,6,7,1,5.7,25.2,5.1,0.3,2.7,7,42.5
23,Male,3rd Year,3.1,0,35,Copilot,Homework,1,19,16,9,10,2.0,-1.8,6.2,1.5,4.1,6,64.3
20,Female,10th,3.8,0,96,ChatGPT+Gemini,Doubt Solving,5,76,47,9,9,8.0,33.0,6.2,0.5,4.9,6,52.7
23,Male,2nd Year,1.0,1,164,Gemini,Notes,9,55,50,7,8,8.0,-14.1,8.6,5.9,3.1,1,87.0
18,Female,10th,5.4,1,102,Unknown,Unknown,6,50,86,5,8,4.4,11.8,4.6,0.9,1.7,6,65.7
21,Male,2nd Year,3.5,1,179,Gemini,Exam Prep,9,76,75,9,10,3.3,35.5,6.4,4.9,4.3,10,78.4
22,Female,10th,0.7,1,124,Claude,Notes,4,94,70,3,7,6.3,4.8,8.0,2.2,4.2,2,69.8
24,Female,2nd Year,5.6,1,6,Unknown,Unknown,2,84,88,4,6,3.9,-0.3,4.3,3.7,4.3,7,28.2
20,Male,2nd Year,3.2,1,93,ChatGPT+Gemini,Homework,9,49,77,6,10,7.3,38.0,7.7,3.2,1.8,2,90.6
20,Female,3rd Year,5.3,1,120,ChatGPT+Gemini,Exam Prep,4,29,57,7,2,7.4,5.5,4.5,0.3,2.1,1,41.1
14,Male,3rd Year,5.2,1,108,Gemini,Coding,2,24,94,10,7,9.8,21.9,6.3,5.4,3.8,6,36.5
17,Female,2nd Year,5.0,1,36,Gemini,Exam Prep,1,93,88,8,3,4.2,35.2,4.8,5.4,2.1,6,56.7
15,Male,3rd Year,0.8,0,20,ChatGPT+Gemini,Exam Prep,2,73,74,4,5,1.5,-19.4,5.9,1.8,2.4,6,46.4
15,Other,2nd Year,1.9,1,97,Gemini,Exam Prep,5,70,74,9,4,9.0,14.2,4.2,0.8,0.0,6,67.6
15,Male,3rd Year,5.3,1,45,ChatGPT,Notes,3,97,6,3,1,1.1,22.8,8.2,0.6,4.4,5,62.0
17,Male,12th,5.4,0,20,Gemini,Exam Prep,6,3,106,3,7,5.0,5.1,4.7,5.1,2.4,10,74.4
14,Female,10th,3.0,0,97,ChatGPT,Exam Prep,4,62,61,5,1,3.3,20.4,4.9,3.5,4.5,5,37.2
17,Male,2nd Year,2.9,0,71,Unknown,Coding,2,21,66,2,4,4.7,28.4,6.3,2.2,4.9,10,45.5
15,Female,11th,1.5,1,95,Gemini,Exam Prep,7,56,14,1,8,2.6,-1.1,4.1,2.0,0.8,8,74.8
18,Male,3rd Year,5.8,1,51,Copilot,Unknown,6,92,66,9,9,7.1,-0.6,8.6,3.3,0.4,10,48.4
16,Female,3rd Year,1.7,1,28,Copilot,Notes,8,53,52,8,9,6.1,-14.7,6.1,1.6,3.3,1,72.6
21,Male,1st Year,1.6,0,68,Unknown,Doubt Solving,10,3,40,3,8,4.6,37.3,6.6,0.1,1.3,1,78.9
17,Female,11th,4.1,0,166,Unknown,Doubt Solving,5,64,16,5,5,7.0,-18.0,8.3,2.5,2.2,5,52.8
14,Female,11th,1.8,1,26,Copilot,Notes,3,47,112,8,6,1.8,8.2,6.9,5.3,0.0,3,43.3
14,Male,12th,5.7,0,110,Unknown,Notes,4,22,56,2,2,8.7,12.0,4.4,4.8,2.1,4,49.9
23,Male,10th,0.6,1,137,ChatGPT,Exam Prep,5,22,43,7,9,5.1,-11.5,8.0,5.5,4.9,9,89.3
16,Male,12th,0.5,1,35,ChatGPT,Notes,5,5,70,9,2,6.5,9.4,8.6,4.0,0.5,3,52.9
22,Other,10th,3.3,1,94,Claude,Exam Prep,6,68,74,4,1,3.5,-2.3,8.0,0.3,3.4,5,56.0
20,Male,2nd Year,3.2,1,15,Claude,Homework,9,63,63,2,5,9.7,28.2,5.0,2.8,2.7,9,66.1
15,Male,12th,1.4,1,163,Gemini,Coding,4,86,109,9,10,5.1,29.4,6.4,0.1,4.2,4,68.6
22,Male,1st Year,3.2,1,89,ChatGPT,Coding,7,70,19,10,8,2.7,6.0,5.5,5.8,3.3,4,65.2
23,Male,10th,2.8,1,107,Copilot,Coding,7,4,0,1,3,2.4,6.1,7.0,4.1,0.0,1,49.8
15,Female,12th,5.4,1,83,Copilot,Homework,6,32,95,6,6,3.5,-15.4,8.2,0.1,3.4,5,56.2
16,Female,1st Year,0.6,1,161,Copilot,Coding,1,25,101,8,9,8.0,1.4,6.0,5.8,4.1,6,53.1
24,Female,11th,5.9,1,164,Gemini,Exam Prep,9,58,117,2,8,3.8,4.3,7.0,2.2,3.7,2,42.2
23,Female,3rd Year,3.9,1,67,ChatGPT,Unknown,6,84,84,10,6,1.7,6.8,4.1,0.9,3.7,2,48.1
15,Female,2nd Year,1.3,1,58,Unknown,Doubt Solving,3,33,30,7,2,5.0,7.2,5.8,4.4,4.4,8,67.2
16,Male,2nd Year,0.8,1,156,Gemini,Coding,2,25,16,7,4,2.9,-14.5,7.1,0.9,3.0,3,44.5
19,Male,11th,3.5,0,30,Unknown,Coding,3,73,88,3,7,9.3,-10.2,9.0,1.3,3.3,4,75.9
22,Female,12th,1.8,0,65,ChatGPT+Gemini,Exam Prep,1,65,40,10,9,4.4,6.0,5.4,0.5,2.7,3,83.5
22,Female,3rd Year,2.2,1,88,ChatGPT+Gemini,Unknown,3,19,96,4,10,3.8,2.7,4.9,4.2,4.7,4,62.8
20,Female,11th,1.8,0,2,Claude,Exam Prep,5,13,75,8,2,5.0,-11.5,8.5,1.3,3.4,9,36.2
16,Male,1st Year,4.1,0,106,Unknown,Coding,4,70,115,6,7,1.3,18.9,6.8,4.9,1.4,3,55.1
17,Male,3rd Year,3.5,0,68,ChatGPT,Notes,10,73,27,2,8,5.8,-12.9,9.0,3.7,4.2,5,67.3
19,Male,10th,0.9,1,21,Unknown,Homework,1,94,48,6,10,9.9,-19.7,5.3,2.3,1.7,9,69.6
24,Female,12th,3.4,1,79,Unknown,Doubt Solving,5,7,89,7,7,4.1,16.8,5.0,5.8,4.3,7,51.2
18,Female,3rd Year,4.9,0,52,Copilot,Doubt Solving,3,57,99,8,5,9.4,-15.0,5.8,1.2,0.9,2,59.2
15,Female,10th,0.9,0,175,ChatGPT,Homework,10,0,54,8,5,2.1,-16.4,6.9,4.6,0.9,3,65.8
19,Male,11th,5.4,1,75,Unknown,Coding,7,92,7,8,9,6.3,-14.9,4.4,0.9,2.6,8,59.9
16,Female,2nd Year,3.7,1,174,Unknown,Coding,10,30,31,8,1,2.5,36.2,5.9,1.3,1.8,6,64.3
21,Male,3rd Year,5.7,0,41,Unknown,Coding,8,7,50,6,7,8.9,-13.7,4.3,0.8,4.8,1,59.9
15,Male,3rd Year,1.3,0,3,Claude,Coding,5,79,114,1,2,7.5,30.3,7.3,5.6,3.6,4,47.7
14,Female,10th,6.0,1,112,Copilot,Coding,10,82,89,4,5,8.9,26.6,5.7,2.8,2.4,3,51.2
22,Male,10th,4.0,1,41,Gemini,Unknown,8,89,68,2,6,7.2,30.5,8.9,5.0,4.8,2,68.1
16,Male,2nd Year,3.6,1,170,Copilot,Doubt Solving,6,59,106,10,10,7.1,16.3,4.5,0.3,4.7,5,44.9
24,Female,10th,3.3,1,96,Unknown,Coding,6,61,37,7,4,5.8,-10.7,8.5,3.5,1.1,9,47.0
14,Female,10th,0.6,1,169,Unknown,Exam Prep,5,9,76,1,4,5.9,26.3,4.1,2.7,1.2,4,82.2
20,Male,3rd Year,5.7,0,125,ChatGPT+Gemini,Notes,10,17,18,5,5,8.0,13.9,7.3,5.9,4.0,1,49.0
23,Female,2nd Year,4.0,0,2,Gemini,Coding,6,65,5,10,4,6.2,14.1,8.7,4.8,2.2,4,69.3
18,Male,2nd Year,1.0,1,80,Unknown,Unknown,1,100,118,8,3,4.9,16.5,7.5,5.6,0.8,1,68.6
18,Female,3rd Year,0.6,1,138,Copilot,Exam Prep,8,92,44,4,10,7.4,-11.1,4.2,2.8,4.6,9,33.8
14,Female,11th,0.8,1,80,Gemini,Doubt Solving,5,65,69,7,9,9.7,-2.5,7.3,4.9,3.7,1,55.0
22,Female,11th,3.9,1,162,ChatGPT+Gemini,Exam Prep,8,51,15,5,1,9.2,39.6,5.4,1.2,1.9,1,42.4
20,Female,3rd Year,3.9,1,104,ChatGPT+Gemini,Homework,3,66,53,1,6,3.9,32.4,7.6,4.2,4.9,8,62.7
21,Male,10th,3.2,1,177,ChatGPT,Homework,10,87,92,2,1,4.5,1.6,6.3,5.8,3.1,8,52.9
22,Male,12th,2.2,0,123,Unknown,Exam Prep,6,8,81,5,5,9.6,39.2,7.1,3.7,2.6,8,58.0
19,Male,11th,3.4,0,98,ChatGPT+Gemini,Coding,1,47,31,7,3,3.1,-15.8,4.1,0.1,2.6,9,55.6
18,Male,11th,3.3,1,5,ChatGPT+Gemini,Coding,1,59,28,7,5,2.2,0.9,5.4,2.1,1.7,9,64.8
19,Female,3rd Year,0.6,0,31,ChatGPT+Gemini,Unknown,4,77,106,9,8,5.3,13.3,5.5,3.6,1.6,3,44.0
24,Male,3rd Year,2.1,0,10,Unknown,Coding,10,51,51,3,8,5.0,17.3,6.2,0.7,4.9,1,72.5
15,Male,12th,0.8,1,42,Claude,Unknown,6,42,80,4,9,5.9,28.3,8.4,2.4,4.4,5,71.9
17,Male,12th,5.5,1,38,ChatGPT+Gemini,Exam Prep,3,74,105,3,4,1.3,24.2,5.8,2.7,1.4,5,71.4
16,Other,2nd Year,4.5,0,140,ChatGPT,Homework,5,49,111,8,2,2.9,21.3,7.5,5.3,4.6,1,30.2
20,Male,3rd Year,6.0,1,12,Gemini,Homework,10,87,68,9,8,8.2,38.5,5.8,3.4,0.4,4,42.2
22,Female,11th,2.2,0,38,Claude,Doubt Solving,4,13,95,8,8,4.2,15.9,5.0,3.3,1.4,9,61.7
18,Male,1st Year,5.3,0,173,Gemini,Unknown,10,17,28,2,9,9.2,-19.6,6.3,2.2,4.6,3,65.5
19,Male,1st Year,3.8,1,161,Gemini,Homework,3,99,92,10,10,6.1,17.0,5.2,2.3,0.3,2,60.1
23,Female,10th,3.0,1,159,ChatGPT,Homework,9,76,105,1,7,1.2,25.5,4.3,3.4,4.6,7,35.7
15,Female,11th,1.7,0,67,Claude,Notes,4,33,2,5,2,9.8,35.1,5.1,1.0,1.8,10,46.1
16,Female,1st Year,4.6,0,103,Unknown,Homework,10,82,50,2,8,3.9,3.5,4.4,2.8,0.9,3,39.0
16,Female,11th,5.5,0,64,Copilot,Exam Prep,7,40,67,3,7,4.3,-16.9,4.2,3.0,0.8,4,59.1
22,Male,3rd Year,1.8,1,112,ChatGPT+Gemini,Unknown,5,74,43,9,6,9.2,-12.4,7.7,4.1,2.1,9,56.2
20,Male,11th,1.5,1,6,Gemini,Coding,7,48,24,3,6,8.9,34.5,7.5,3.6,3.5,9,54.4
21,Female,1st Year,4.3,1,2,Gemini,Exam Prep,5,89,21,1,9,7.2,37.0,4.8,2.0,3.2,7,69.1
24,Male,11th,5.9,0,85,ChatGPT,Unknown,3,68,41,9,5,1.1,-6.0,4.2,3.2,1.6,5,52.3
23,Female,12th,4.6,1,48,Unknown,Coding,6,84,74,2,8,1.0,20.5,4.1,0.1,2.1,1,79.2
24,Female,10th,2.1,1,57,ChatGPT,Coding,9,8,7,10,10,2.6,8.4,7.7,4.1,1.3,3,83.2
22,Male,2nd Year,2.8,1,27,ChatGPT,Doubt Solving,6,47,90,6,9,7.9,16.3,6.1,1.4,2.0,9,67.1
19,Female,1st Year,2.6,0,114,Claude,Unknown,4,11,43,7,6,8.5,-17.0,6.1,5.0,1.0,5,45.4
17,Male,3rd Year,5.2,1,154,Unknown,Homework,1,64,109,9,6,3.0,37.8,4.3,4.3,3.8,3,37.4
14,Male,2nd Year,4.7,1,21,ChatGPT+Gemini,Doubt Solving,3,13,52,8,1,1.7,8.3,8.0,1.0,1.9,8,51.8
21,Male,10th,3.7,0,93,Claude,Coding,3,63,85,6,10,4.8,26.4,5.5,1.9,1.8,2,81.6
20,Female,12th,2.0,0,100,ChatGPT,Notes,2,25,66,4,9,9.4,11.0,6.1,4.5,3.1,5,78.8
15,Male,12th,5.7,1,70,ChatGPT,Notes,10,6,26,4,9,5.7,31.4,6.2,4.2,1.3,5,71.1
21,Female,12th,4.1,1,113,Unknown,Unknown,2,54,10,4,4,7.6,18.0,8.4,3.2,2.1,1,57.6
18,Female,12th,5.8,1,12,Unknown,Doubt Solving,8,58,26,10,3,7.4,-0.8,8.2,1.8,0.4,10,31.4
20,Female,1st Year,3.7,1,149,Gemini,Doubt Solving,8,79,6,2,3,8.7,9.9,5.6,3.1,0.7,3,71.7
17,Female,1st Year,5.0,0,4,Claude,Homework,3,78,90,7,2,9.9,27.4,4.4,5.9,2.6,3,49.6
18,Male,11th,5.0,0,21,Claude,Doubt Solving,4,55,110,1,8,9.8,-3.9,6.8,2.4,5.0,5,39.6
21,Male,3rd Year,2.4,1,126,Unknown,Doubt Solving,5,67,74,5,10,5.9,27.2,5.4,3.1,2.8,7,71.0
14,Male,11th,5.8,1,52,ChatGPT+Gemini,Exam Prep,9,29,56,4,2,4.0,22.5,5.5,4.8,2.3,4,57.4
14,Female,3rd Year,0.6,1,38,Claude,Doubt Solving,5,22,88,2,7,8.1,-19.5,8.4,0.2,1.2,9,73.3
17,Other,10th,4.7,0,36,Unknown,Unknown,6,85,38,9,5,7.3,32.0,7.7,5.5,1.8,10,39.5
16,Female,11th,5.8,0,30,ChatGPT+Gemini,Doubt Solving,7,78,50,1,6,8.1,11.3,5.9,5.1,4.0,10,66.2
23,Female,10th,2.4,1,61,Copilot,Unknown,2,16,79,4,8,3.7,35.7,7.2,3.3,2.3,6,62.5
15,Female,10th,4.1,1,102,Unknown,Unknown,4,1,20,6,5,6.2,-19.3,5.0,3.2,3.4,3,60.2
16,Male,10th,3.6,1,80,ChatGPT+Gemini,Exam Prep,6,71,89,4,4,2.7,31.7,7.3,5.5,1.7,3,54.7
24,Female,12th,4.7,0,126,ChatGPT,Coding,4,69,90,10,4,3.0,26.2,4.3,4.2,1.0,3,71.7
24,Female,2nd Year,5.3,0,5,Copilot,Unknown,5,38,56,10,8,4.3,19.7,7.3,4.6,2.7,6,60.0
24,Male,2nd Year,3.8,0,104,Gemini,Coding,3,91,50,4,4,7.4,15.9,8.4,1.4,1.8,3,44.7
14,Other,1st Year,5.0,1,80,Gemini,Exam Prep,2,47,108,2,10,3.7,16.0,6.9,0.1,0.6,5,73.0
14,Male,10th,2.2,1,161,Gemini,Homework,1,4,116,10,1,4.0,30.3,5.7,2.6,1.7,8,57.7
19,Female,12th,1.8,1,86,ChatGPT,Doubt Solving,3,20,16,9,5,8.2,39.6,6.8,0.6,2.1,2,38.2
18,Female,11th,2.9,1,51,Unknown,Unknown,10,49,30,9,1,9.2,7.7,5.7,2.5,3.7,9,43.6
21,Female,11th,4.2,0,157,Gemini,Homework,9,19,13,1,1,8.6,14.0,5.5,3.8,2.1,8,56.2
15,Male,1st Year,1.5,1,12,ChatGPT+Gemini,Notes,1,97,86,1,2,2.7,-9.1,4.0,3.6,4.6,5,29.7
17,Female,1st Year,4.2,1,52,Unknown,Homework,8,70,1,8,8,5.1,3.5,5.3,4.1,3.2,8,64.5
21,Female,10th,2.7,0,147,ChatGPT,Doubt Solving,5,93,89,9,8,7.3,-9.8,8.5,0.8,4.4,6,61.0
19,Male,10th,4.9,1,133,Claude,Coding,4,93,25,3,8,7.4,-19.4,4.9,1.5,1.0,9,60.1
14,Female,11th,0.7,1,54,ChatGPT,Doubt Solving,5,78,21,3,2,4.6,23.4,7.2,4.2,4.1,10,44.4
17,Female,11th,4.2,1,158,ChatGPT,Unknown,7,90,105,2,3,4.8,-1.6,7.1,1.1,0.4,4,68.0
14,Female,11th,4.1,1,58,Claude,Doubt Solving,8,72,27,9,10,6.2,32.2,5.1,1.3,3.7,5,73.7
15,Male,11th,5.7,1,146,ChatGPT+Gemini,Doubt Solving,2,26,5,2,3,7.1,9.5,7.9,4.0,1.7,9,68.9
18,Female,2nd Year,4.4,1,97,Copilot,Homework,6,1,111,7,4,1.7,28.2,6.2,4.4,1.5,3,52.6
21,Female,10th,4.9,0,155,Claude,Coding,4,99,102,2,2,6.8,5.4,8.0,1.8,3.3,1,51.0
21,Male,10th,5.5,0,140,ChatGPT,Coding,8,90,18,10,1,5.6,30.0,4.1,5.2,0.3,9,22.8
24,Male,11th,4.2,0,179,Gemini,Unknown,4,46,55,10,7,1.3,31.4,4.7,5.0,4.8,5,57.6
16,Other,12th,2.1,1,73,Claude,Homework,3,39,20,6,8,1.5,8.0,5.9,3.6,1.2,1,47.3
24,Female,11th,5.3,1,60,Claude,Homework,5,88,41,3,10,2.8,36.0,6.4,5.0,4.1,7,76.4
17,Female,3rd Year,4.6,1,168,Copilot,Homework,4,35,19,1,9,4.2,-2.3,6.7,5.9,3.4,5,39.8
23,Male,1st Year,2.8,1,44,ChatGPT,Notes,5,70,94,6,4,7.8,2.4,7.9,5.6,2.0,2,51.4
24,Male,3rd Year,4.4,0,134,Gemini,Notes,9,12,90,2,1,3.8,8.6,8.5,0.8,3.6,7,41.9
19,Male,12th,5.3,1,85,Gemini,Doubt Solving,3,100,78,7,5,7.9,24.9,5.6,2.3,1.8,7,53.5
24,Male,1st Year,5.9,1,13,Copilot,Unknown,2,83,43,9,5,5.5,3.9,8.4,4.3,3.3,6,61.1
24,Female,12th,5.7,1,35,Unknown,Notes,2,21,30,1,2,2.9,-15.0,5.3,0.5,0.0,4,50.7
23,Female,1st Year,2.3,0,7,Gemini,Homework,9,17,8,4,5,8.0,-19.9,4.4,0.8,4.8,3,50.4
16,Female,11th,2.8,1,11,ChatGPT+Gemini,Homework,7,74,49,5,5,7.5,32.4,6.9,2.4,0.7,2,41.7
15,Male,11th,1.1,1,167,Claude,Homework,10,5,80,9,9,1.3,18.4,7.3,0.0,2.6,5,46.7
19,Female,12th,1.9,0,105,Claude,Coding,4,67,82,3,4,7.6,-9.8,5.5,2.6,1.3,10,58.2
24,Male,1st Year,5.4,1,141,Gemini,Unknown,6,66,31,6,1,7.0,34.1,4.8,2.4,1.9,5,15.4
18,Male,2nd Year,2.5,1,176,Gemini,Coding,10,51,73,5,7,4.4,23.3,4.5,4.2,1.7,3,60.9
23,Female,12th,3.9,0,50,Gemini,Notes,6,69,39,5,5,6.7,25.9,6.2,0.5,4.9,9,40.4
18,Female,12th,4.2,0,4,Claude,Exam Prep,3,78,51,2,9,2.4,7.0,6.0,2.7,0.7,1,76.0
23,Female,3rd Year,4.8,0,0,Gemini,Exam Prep,9,2,68,10,3,6.3,25.2,5.4,5.8,0.7,7,58.1
18,Male,10th,1.5,1,103,ChatGPT+Gemini,Homework,4,16,76,5,4,2.6,16.4,5.1,5.3,4.9,10,28.9
23,Female,12th,2.2,1,104,ChatGPT+Gemini,Coding,1,93,116,3,2,2.0,24.1,4.2,4.3,0.7,8,48.8
18,Female,2nd Year,3.0,0,100,Claude,Unknown,2,85,26,2,6,2.8,0.3,7.4,5.9,0.4,9,39.1
16,Female,11th,2.5,1,127,Unknown,Doubt Solving,5,65,1,6,3,2.1,12.1,6.0,0.6,2.5,4,45.7
20,Male,1st Year,5.9,0,96,ChatGPT,Notes,8,56,0,1,6,2.1,-17.9,5.1,1.5,1.0,2,77.6
19,Other,10th,5.1,0,48,ChatGPT,Coding,7,79,7,6,2,8.9,-10.3,6.6,0.8,1.1,8,35.3
17,Female,1st Year,3.1,1,144,ChatGPT,Homework,9,21,9,8,7,9.1,31.4,8.4,4.6,4.1,8,60.3
15,Female,11th,5.3,0,94,ChatGPT+Gemini,Homework,1,10,91,3,9,7.6,19.4,5.2,5.1,1.2,8,72.3
22,Male,12th,2.4,1,34,Copilot,Exam Prep,2,35,68,10,8,8.0,29.7,7.1,3.8,1.6,1,51.5
14,Male,3rd Year,4.8,1,12,ChatGPT,Unknown,10,52,113,7,2,4.2,13.7,8.6,1.5,3.3,2,50.0
24,Male,2nd Year,1.7,0,115,Copilot,Unknown,4,75,118,3,2,5.9,5.9,5.9,0.7,4.9,9,33.8
17,Male,10th,4.7,0,164,Claude,Homework,7,39,65,6,1,8.3,28.9,8.7,3.3,2.5,6,28.8
14,Female,2nd Year,3.0,0,37,ChatGPT+Gemini,Homework,1,34,117,7,6,5.4,-17.2,4.1,0.9,3.3,5,57.7
19,Male,2nd Year,1.1,1,77,Unknown,Doubt Solving,5,42,40,3,5,7.6,21.2,4.6,1.0,2.5,8,39.4
17,Male,2nd Year,2.0,1,133,ChatGPT,Notes,2,44,47,5,2,4.8,16.6,6.7,3.3,0.9,7,62.3
18,Male,2nd Year,2.7,1,62,ChatGPT+Gemini,Doubt Solving,2,40,115,3,3,4.1,-17.9,6.5,0.6,2.2,7,33.6
18,Male,11th,4.6,1,176,Claude,Exam Prep,2,63,116,4,9,8.6,0.1,8.9,5.5,3.1,5,42.3
22,Male,2nd Year,0.9,1,8,ChatGPT+Gemini,Coding,9,14,80,5,8,4.0,11.1,4.7,1.2,0.3,6,43.1
14,Female,3rd Year,4.1,0,163,Gemini,Unknown,10,43,47,7,8,5.3,-18.1,9.0,5.0,0.8,3,43.3
15,Female,2nd Year,4.4,1,22,ChatGPT,Exam Prep,5,41,32,4,2,2.0,-1.5,8.3,3.4,4.1,3,50.0
19,Male,11th,4.1,1,78,ChatGPT+Gemini,Unknown,8,58,88,4,4,5.6,-19.1,5.1,0.9,0.4,4,60.3
18,Male,1st Year,4.7,0,117,Unknown,Homework,10,84,68,2,9,6.5,-3.7,5.8,5.8,0.8,8,51.6
24,Male,11th,1.5,1,177,ChatGPT+Gemini,Notes,6,3,91,5,10,4.5,38.6,4.6,3.1,1.3,3,74.2
20,Male,3rd Year,3.7,1,58,ChatGPT+Gemini,Homework,1,70,50,3,8,6.8,7.2,8.5,1.5,0.3,5,50.9
16,Female,3rd Year,5.7,0,113,Claude,Notes,10,28,63,4,10,5.0,37.0,5.9,1.4,4.0,6,58.5
16,Female,12th,3.9,1,134,ChatGPT,Notes,9,40,81,8,4,4.8,28.3,4.2,0.8,2.7,10,66.1
23,Female,11th,3.9,1,46,Unknown,Notes,7,5,22,4,7,4.8,-4.3,6.9,3.4,1.0,5,65.5
15,Female,1st Year,4.6,0,88,ChatGPT,Coding,2,38,51,6,8,8.7,36.2,5.3,3.7,0.5,10,67.5
16,Male,12th,2.3,0,86,Gemini,Exam Prep,8,80,98,3,8,7.5,-2.0,5.9,3.5,2.9,10,67.6
23,Female,12th,4.4,1,74,Gemini,Unknown,2,99,81,1,7,5.1,0.7,6.3,5.1,3.0,6,60.0
14,Female,10th,5.5,1,135,ChatGPT+Gemini,Unknown,2,65,74,4,6,6.7,-1.8,4.4,0.4,3.4,4,38.1
